Email Rule,이메일 규칙
Email Sent,이메일 전송됨
Email Sent At,이메일 전송 시간
Email Sent to Supplier {0},공급처 {0}로 이메일을 보냈습니다.
Email Settings,이메일 설정
Email Signature,이메일 서명
Email Status,이메일 상태
Email Sync Option,이메일 동기화 옵션
Email Template,이메일 템플릿
Email Threads on Assigned Document,담당자로 지정된 문서의 이메일 스레드
Email To,이메일 수신자
Email Unsubscribe,이메일 수신 거부
Email has been marked as spam,이메일이 스팸으로 표시되었습니다
Email has been moved to trash,이메일이 휴지통으로 이동되었습니다.
Email is mandatory to create User Email,사용자 이메일을 생성하려면 이메일이 필수입니다.
Email is required to create a user,사용자를 생성하려면 이메일이 필요합니다
Email is required to create a user.,사용자를 생성하려면 이메일이 필요합니다.
Email is required.,이메일은 필수입니다.
Email not sent to {0} (unsubscribed / disabled),{0}에게 이메일을 보내지 못했습니다(구독 취소 / 비활성)
Email not verified with {0},{0}에서 이메일이 확인되지 않았습니다.
Email or Phone/Mobile of the Contact are mandatory to continue.,계속하려면 담당자의 이메일 또는 전화 / 휴대전화가 필요합니다.
Email queue is currently suspended. Resume to automatically send other emails.,현재 이메일 대기열이 일시 중지되었습니다. 다른 이메일을 자동 전송하려면 재개하세요.
Email sending undone,이메일 전송을 취소했습니다
Email sent successfully.,이메일을 전송했습니다.
Email sent to,이메일 수신자
Email sent to {0},{0}에게 이메일을 보냈습니다.
Email size {0:.2f} MB exceeds the maximum allowed size of {1:.2f} MB,이메일 크기 {0:.2f} MB가 허용된 최대 크기 {1:.2f} MB를 초과합니다.
Email undo window is over. Cannot undo email.,이메일 실행 취소 가능시간이 지났습니다. 이메일을 되돌릴 수 없습니다.
Email verification failed.,이메일 확인에 실패했습니다.
Email:,이메일:
Emails,이메일
Emails Pulled,이메일 가져옴
Emails Queued,이메일 대기열
Emails are already being pulled from this account.,이 계정에서 이미 이메일을 가져오고 있습니다.
Emails are muted,이메일 발송이 중지되었습니다.
Emails will be sent with next possible workflow actions,다음으로 가능한 워크플로 작업과 함께 이메일을 전송합니다.
Embed code copied,삽입 코드를 복사했습니다
Emergency Contact,긴급 담당자
Emergency Contact Name,긴급 담당자 이름
Emergency Phone,비상전화
Employee,사원
Employee ,사원 
Employee Advance,사원 선급금
Employee Advances,사원 선급금
Employee Benefits Obligation,종업원급여채무
Employee Detail,사원 상세
Employee Education,사원 학력
Employee External Work History,사원 외부 경력
Employee Group,사원 그룹
Employee Group Table,사원 그룹 테이블
Employee ID,사원 ID
Employee Internal Work History,사원 내부 경력
Employee Name,사원명
Employee Number,사원번호
Employee User Id,사원 사용자 ID
Employee cannot report to himself.,사원 자신을 상급자로 지정할 수 없습니다.
Employee is required,사원은 필수입니다.
Employee is required while issuing Asset {0},자산 {0}을 지급하려면 사원을 지정해야 합니다.
Employee {0} already has a linked user,사원 {0}에는 이미 연결된 사용자가 있습니다.
Employee {0} does not belong to the company {1},사원 {0}는 회사 {1}에 속하지 않습니다.
Employee {0} is currently working on another workstation. Please assign another employee.,사원 {0}은(는) 현재 다른 작업장에서 작업 중입니다. 다른 사원을 배정해 주세요.
Employee {0} not found,사원 {0}를 찾을 수 없습니다.
Employees,사원
Empty,비어 있음
Empty To Delete List,삭제하려면 목록을 비우세요
Empty alias is not allowed,빈 별칭은 허용되지 않습니다.
Empty column,빈 열
Empty string arguments are not allowed,빈 문자열 인수는 허용되지 않습니다.
Ems(Pica),엠(파이카)
Enable,활성화
Enable <b>{0}</b> on the Item master to proceed with {1} inspection.,{1} 검사를 진행하려면 품목 마스터에서 <b>{0}</b>를 활성화하세요.
Enable Accounting Dimensions,회계 관리항목 활성화
Enable Action Confirmation,작업 확인 활성화
Enable Address Autocompletion,주소 자동 완성 활성화
Enable Allow Auto Repeat for the doctype {0} in Customize Form,양식 사용자 정의에서 DocType {0}의 자동 반복 허용을 활성화하세요.
Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.,재고를 부분 예약하려면 재고 설정에서 부분 예약 허용을 활성화하세요.
Enable Appointment Scheduling,예약 기능 활성화
Enable Auto Email,자동 이메일 활성화
Enable Auto Re-Order,자동발주 활성화
Enable Auto Reply,자동 회신 활성화
Enable Automatic Linking in Documents,문서 자동 연결 활성화
Enable Automatic Party Matching,거래처 자동 일치 활성화
Enable Capital Work in Progress Accounting,건설중인자산 회계 활성화
Enable Comments,댓글 활성화
Enable Common Party Accounting,공통 거래처 회계 활성화
Enable Deferred Expense,이연비용 활성화
Enable Deferred Revenue,이연수익 활성화
Enable Discounts and Margin,할인 및 마진 활성화
Enable Dynamic Client Registration,동적 클라이언트 등록 활성화
Enable Email Notifications,이메일 알림 활성화
Enable European Access,유럽 접근 활성화
Enable Frappe CRM Data Synchronization,Frappe CRM 데이터 동기화 활성화
Enable Fuzzy Matching,유사 일치 활성화
Enable Google API in Google Settings.,Google 설정에서 Google API를 활성화하세요.
Enable Google indexing,Google 인덱싱 활성화
Enable Health Monitor,상태 모니터 활성화
Enable Immutable Ledger,불변 원장 활성화
Enable Incoming,수신 활성화
Enable Item-wise Inventory Account,품목별 재고 계정과목 활성화
Enable Loyalty Point Program,로열티 포인트 프로그램 활성화
Enable Onboarding,온보딩 활성화
Enable Opportunity Creation from Contact Us,문의하기 양식의 영업기회 생성 활성화
Enable Outgoing,발신 활성화
Enable Parallel Reposting,병렬 재전기 활성화
Enable Password Policy,비밀번호 정책 활성화
Enable Perpetual Inventory,계속 기록 활성화
Enable Prepared Report,사전 생성 보고서 활성화
Enable Print Server,인쇄 서버 활성화
Enable Provisional Accounting For Non Stock Items,비 재고 품목에 대해 임시 회계 활성화
Enable Push Notification Relay,푸시 알림 릴레이 활성화
Enable Rate Limit,요청 제한 활성화
Enable Raw Printing,Raw 인쇄 활성화
Enable Report,보고서 활성화
Enable Scheduled Jobs,예약 작업 활성화
Enable Scheduler,스케줄러 활성화
Enable Security,보안 활성화
Enable Separate Reposting for GL,총계정원장 별도 재전기 활성화
Enable Serial / Batch Bundle,일련번호·로트 묶음 활성화
Enable Snapshot Reports,스냅샷 보고서 활성화
Enable Social Login,소셜 로그인 활성화
Enable Subscription,구독 활성화
Enable Subscription tracking in invoice,전표에서 구독 추적 활성화
Enable System Notification,시스템 알림 활성화
Enable Tracking Page Views,페이지 조회수 추적 활성화
Enable Two Factor Auth,2단계 인증 활성화
Enable UTM,UTM 활성화
"Enable Urchin Tracking Module parameters in Quotation, Sales Order, Sales Invoice, POS Invoice, Lead,  and Delivery Note.","견적서, 수주서, 매출전표, POS 매출전표, 잠재고객 및 출고전표에서 Urchin 추적 모듈 매개변수를 활성화합니다."
Enable YouTube Tracking,YouTube 추적 활성화
Enable automatic party matching,거래처 자동 일치 활성화
Enable bulk edit for child table fields in Form view.,양식 보기에서 하위 테이블 필드의 일괄 편집을 활성화합니다.
Enable bulk update of this field across child table rows.,하위 테이블 행 전체에서 이 필드의 대량 업데이트를 활성화합니다.
"Enable cost center, projects and other custom accounting dimensions","원가부문, 프로젝트 및 기타 사용자 정의 회계 관리항목 활성화"
Enable cut-off date on creating bulk Delivery Notes,대량 출고전표 생성 시 마감일 활성화
Enable developer mode to create a standard Print Template,표준 인쇄 템플릿을 생성하려면 개발자 모드를 활성화하세요
Enable developer mode to create a standard Web Template,표준 웹 템플릿을 생성하려면 개발자 모드를 활성화하세요
Enable discount accounting for selling,영업에 대해 할인 계정 활성화
Enable for drop shipping - supplier delivers directly to the customer without passing through your warehouse.,공급처가 창고를 거치지 않고 고객에게 직접 납품하는 직송 품목이면 활성화합니다.
Enable for raw material items used in BOM. Uncheck for additional services like 'washing' used in manufacturing.,BOM에 사용하는 원재료 품목이면 활성화합니다. 생산에 사용하는 '세척' 같은 부가 서비스는 해제하세요.
Enable if a vendor manufactures this item for you. You can choose to provide them raw materials using the default BOM.,공급처가 이 품목을 외주가공하는 경우 활성화합니다. 기본 BOM을 사용해 공급처에 원재료를 지급할 수 있습니다.
"Enable if on click
opens modal.","클릭 시
모달을 열려면 활성화"
Enable if this item is a company asset like machinery or furniture.,기계나 비품처럼 회사 자산인 품목이면 활성화합니다.
Enable if this item is provided by a customer and received via Stock Entry.,고객이 제공하고 재고수불전표로 입고하는 품목이면 활성화합니다.
Enable in-app website tracking,앱 내 웹사이트 추적 활성화
Enable it if users want to consider rejected materials to dispatch.,불합격 자재도 출고대상에 포함하려면 활성화합니다.
Enable party name/description fuzzy matching,거래처명/설명 유사 일치 활성화
Enable stock reservation,재고예약 활성화
Enable this checkbox even if you want to set the zero priority,최하위 우선순위를 설정하려는 경우에도 이 항목을 활성화하세요
Enable this if you are experiencing issues with the new budget controller. Uses the older budget validation logic,새 예산 관리 기능에 문제가 있는 경우 활성화하세요. 이전 예산 검증 로직을 사용합니다
"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation",일할 감가상각 사용 시 윤년을 포함한 전체 감가상각기간의 총일수를 기준으로 일별 감가상각을 계산하려면 활성화하세요
"Enable this option to permit the use of negative rates for items in sales transactions. This setting is useful for applying substantial discounts, processing refunds or returns, and handling special promotional pricing.","영업거래에서 품목에 음수 단가를 사용할 수 있도록 허용합니다. 큰 폭의 할인, 환불이나 반품, 특별 판촉가격을 처리할 때 유용합니다."
Enable this to block transactions where the selling price is less than the purchase or valuation rate,판매단가가 매입단가 또는 평가단가보다 낮은 거래를 차단하려면 활성화합니다.
Enable to apply SLA on every {0},모든 {0}에 SLA 적용 가능
Enable to make this supplier selectable as a transporter on Delivery Notes and Stock Entries,이 공급처를 출고전표 및 재고수불전표의 운송업체로 선택할 수 있도록 활성화합니다.
Enable to reserve a small sample from each batch for any analysis arising ahead,향후 분석에 사용할 표본을 각 로트에서 소량 보관하려면 활성화합니다.
Enable tracking sales commissions,영업수수료 추적 활성화
Enabled,활성
Enabled Scheduler,스케줄러 활성
Enabled email inbox for user {0},사용자 {0}의 이메일 받은편지함을 활성화했습니다.
Enables Calendar and Gantt views.,캘린더 및 간트 차트 보기를 활성화합니다.
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,수신 이메일 계정에서 자동 회신을 활성화하면 동기화된 모든 이메일에 자동 회신을 보냅니다. 계속하시겠습니까?
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,확인란을 활성화하면 매출전표에서 프로젝트를 선택하여 작업시간표를 가져옵니다.
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,이 설정을 활성화하면 모든 작업실적 시간기록에 시작시각과 종료시각을 반드시 입력해야 합니다.
Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,활성화하면 특정 회계연도 내 각 매입전표의 공급처 전표번호가 고유한지 확인합니다
Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>,이 옵션을 활성화하면 다음과 같이 기록할 수 있습니다. - <br><br> 1. 받은 선수금을 <b>자산 계정과목</b> 대신 <b>부채 계정과목</b>에 기록<br><br>2. 지급한 선급금을 <b>부채 계정과목</b> 대신 <b>자산 계정과목</b>에 기록
Enabling this will allow creation of multi-currency invoices against single party account in company currency,활성화하면 회사 통화로 된 하나의 거래처 계정과목에 여러 통화의 전표를 생성할 수 있습니다
Enabling this will change the way how cancelled transactions are handled.,이 기능을 활성화하면 취소된 거래를 처리하는 방식이 변경됩니다.
"Enabling this will do the following:
<ul style=""padding-left:16px"">
<li>Make the rate column of all Packed/Bundle Items tables editable.</li>
<li>Calculate the prices of all <a href=""/desk/product-bundle"" rel=""noopener noreferrer"">Product Bundles</a> in the Items table, based on the prices of its child Items, specified in the Packed/Bundle Items table. </li>
</ul>
Note: If this is enabled, updating the rate of the Product Bundle in the Items table will not change its price. It will get reset to the price based on its Child Items on saving the doc.","이를 활성화하면 다음과 같이 처리됩니다:
<ul style=""padding-left:16px"">
<li>모든 포장/묶음 품목 테이블의 단가 열을 수정할 수 있습니다.</li>
<li>포장/묶음 품목 테이블에 지정된 하위 품목 단가를 기준으로 품목 테이블의 모든 <a href=""/desk/product-bundle"" rel=""noopener noreferrer"">제품 묶음</a> 가격을 계산합니다. </li>
</ul>
참고: 이 옵션을 활성화하면 품목 테이블에서 제품 묶음 단가를 변경해도 가격이 바뀌지 않습니다. 문서를 저장할 때 하위 품목 단가를 기준으로 다시 계산됩니다."
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",활성화하면 설치된 모든 앱의 푸시 알림을 Firebase Cloud Messaging을 통해 전송하도록 사이트를 중앙 릴레이 서버에 등록합니다. 이 서버에는 사용자 토큰과 오류 로그만 저장되며 메시지는 저장되지 않습니다.
Enabling this will submit documents in background,활성화하면 문서가 백그라운드에서 확정됩니다.
Encashment Date,현금화 날짜
Encrypt Backups,백업 암호화
Encryption key is in invalid format!,암호화 키 형식이 올바르지 않습니다!
Encryption key is invalid! Please check site_config.json,암호화 키가 유효하지 않습니다! site_config.json을 확인하세요.
End,종료
End Date,종료일
End Date Field,종료일 필드
End Date cannot be before Start Date!,종료일은 시작일보다 이전일 수 없습니다!
End Date cannot be before Start Date.,종료 날짜는 시작 날짜보다 이전일 수 없습니다.
End Date cannot be today.,종료일은 오늘일 수 없습니다.
End Time,종료시각
End Transit,운송 종료
End Year,종료연도
End Year cannot be before Start Year,종료연도는 시작연도보다 이전일 수 없습니다
End date cannot be before start date,종료일은 시작일보다 이전일 수 없습니다
End date of current invoice's period,현재 전표 기간의 종료일
End of Life,단종일
End of the current subscription period,현재 구독기간 종료일
Ended At,종료 시간
Endpoints,엔드포인트
Ends With,끝 문자열
Ends on,종료일
Ends with,다음으로 끝남
Energy,에너지
Energy Point,에너지 포인트
Enforce Time Logs,시간기록 필수
Engineer,엔지니어
Enqueued By,대기열에 넣은 사람
Enqueued creation of indexes,인덱스 생성 대기열 등록
Ensure Delivery Based on Produced Serial No,생산 일련번호 기준 출고 보장
Ensure the user and group search paths are correct.,사용자 및 그룹 검색 경로가 올바른지 확인하세요.
Enter API key in Google Settings.,Google 설정에 API 키를 입력해 주세요.
Enter Client Id and Client Secret in Google Settings.,Google 설정에 클라이언트 ID와 클라이언트 비밀 키를 입력해 주세요.
Enter Code displayed in OTP App.,OTP 앱에 표시된 코드를 입력하세요.
Enter Company Details,회사 세부 정보 입력
"Enter Email Recipient(s) in the To, CC, or BCC fields","받는 사람, 참조 또는 숨은 참조 필드에 이메일 수신자를 입력하세요"
"Enter First and Last name of Employee, based on Which Full Name will be updated. IN transactions, it will be Full Name which will be fetched.",사원의 성과 이름을 입력하면 성명이 업데이트됩니다. 거래에는 이 성명이 표시됩니다.
Enter Form Type,양식 유형 입력
Enter Manually,수동으로 입력
Enter Serial Nos,일련번호를 입력하세요
Enter Value,값 입력
Enter Value,값 입력,Title of prompt dialog
Enter Visit Details,방문 내역 입력
Enter a name for Routing.,공정경로명을 입력해 주세요.
"Enter a name for the Operation, for example, Cutting.",공정명을 입력해 주세요(예: 절단).
Enter a name for this Holiday List.,이 휴일 목록의 이름을 입력하세요.
Enter a name for this {0},이 {0}의 이름을 입력하세요
Enter amount to be redeemed.,상환하려면 금액을 입력하세요.
"Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.",품목코드를 입력한 후 품목명 필드를 클릭하면 품목코드와 같은 이름이 자동으로 입력됩니다.
Enter customer's email,고객의 이메일을 입력하세요
Enter customer's phone number,고객의 전화번호를 입력하세요
Enter date to scrap asset,자산을 폐기할 날짜를 입력하세요.
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","기본값 필드(키) 및 값을 입력합니다. 필드에 여러 값을 추가하면 첫 번째 값이 선택됩니다. 이러한 기본값은 ""일치"" 권한 규칙을 설정하는 데에도 사용됩니다. 필드 목록을 보려면 ""양식 사용자 정의""로 이동하세요."
Enter depreciation details,감가상각 세부정보를 입력하세요.
Enter discount percentage.,할인율을 입력하세요.
Enter each serial no in a new line,새 줄에 각 일련번호를 입력하세요.
Enter folder name,폴더명을 입력하세요
"Enter list of Options, each on a new line.",옵션 목록을 한 줄에 하나씩 입력하세요.
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","정적 URL 매개변수를 입력하세요(예: sender=ERPNext, username=ERPNext, password=1234)."
Enter the Bank Guarantee Number before submitting.,확정하기 전에 은행보증번호를 입력해 주세요.
Enter the Item Code that this customer uses at their end. This will be shown in Sales Orders for the customer's reference.,고객이 사용하는 품목코드를 입력합니다. 고객이 참조할 수 있도록 수주서에 표시됩니다.
"Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.

 After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.","공정을 입력하면 시간당 단가, 작업장 등의 공정 상세를 자동으로 가져옵니다.

 그런 다음 공정시간을 분 단위로 설정하면 시간당 단가와 공정시간을 기준으로 공정원가를 계산합니다."
"Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.\n\n After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.","공정을 입력하면 시간당 단가, 작업장 등의 공정 상세를 자동으로 가져옵니다.\n\n 그런 다음 공정시간을 분 단위로 설정하면 시간당 단가와 공정시간을 기준으로 공정원가를 계산합니다."
Enter the closing balance you see in your bank statement for {0} as of the {1},{1} 기준 {0} 은행 거래 내역서의 마감 잔액을 입력하세요.,Do MMM YYYY
Enter the fieldname of the currency field or a cached value (e.g. Company:company:default_currency).,통화 필드의 필드명 또는 캐시된 값을 입력하세요(예: Company:company:default_currency).
Enter the name of the Beneficiary before submitting.,확정하기 전에 수익자명을 입력해 주세요.
Enter the name of the bank or lending institution before submitting.,확정하기 전에 은행 또는 대출기관명을 입력해 주세요.
Enter the opening stock units.,기초재고수량을 입력해 주세요.
Enter the quantity of the Item that will be manufactured from this Bill of Materials.,이 BOM으로 생산할 품목의 수량을 입력해 주세요.
Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.,생산수량을 입력해 주세요. 수량을 설정해야 원재료 품목을 불러옵니다.
Enter url parameter for message,메시지 URL 매개변수를 입력하세요.
Enter url parameter for receiver nos,수신번호 URL 매개변수를 입력하세요.
Enter your password,비밀번호를 입력하세요
Enter {0} amount.,{0} 금액을 입력합니다.
Entertainment & Leisure,엔터테인먼트 및 레저
Entertainment Expenses,접대비
Entity,대상 엔터티
Entity Name,엔터티 이름
Entity Type,엔터티 유형
Entries below have a posting date after {0} but the clearance date is before {1}.,아래 항목의 전표일자는 {0} 이후이지만 결제처리일은 {1} 이전입니다.
Entry Type,분개유형
Equals,같음
Equity,자본
Equity/Liability Account,자본/부채 계정과목
Erg,에르그
Error,오류
Error,오류,Title of error message in web form
Error Description,오류 설명
Error Log,오류 로그
Error Logs,오류 로그
Error Message,오류 메시지
Error Occurred,오류가 발생했습니다
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","QZ Tray 애플리케이션 연결 오류...<br><br> Raw 인쇄 기능을 사용하려면 QZ Tray 애플리케이션을 설치하고 실행해야 합니다.<br><br><a target=""_blank"" href=""https://qz.io/download/"">QZ Tray 다운로드 및 설치</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Raw 인쇄 자세히 알아보기</a>."
Error connecting via IMAP/POP3: {e},IMAP/POP3 연결 오류: {e}
Error connecting via SMTP: {e},SMTP 연결 오류: {e}
Error during caller information update,발신자 정보 업데이트 중 오류 발생
Error evaluating the criteria formula,기준 수식을 평가하는 중에 오류가 발생했습니다.
Error getting details for {0}: {1},{0}에 대한 세부 정보를 가져오는 중 오류 발생: {1}
Error has occurred in {0},{0}에서 오류가 발생했습니다.
Error in Client Script,클라이언트 스크립트 오류
Error in Client Script.,클라이언트 스크립트 오류.
Error in Header/Footer Script,머리글/바닥글 스크립트 오류
Error in Notification,알림 오류
Error in party matching for Bank Transaction {0},은행 거래 {0}의 거래처 일치 처리 중 오류가 발생했습니다
Error in print format on line {0}: {1},인쇄 양식 {0}번째 줄 오류: {1}
Error in {0}.get_list: {1},{0}.get_list 오류: {1}
Error parsing nested filters: {0}. {1},중첩된 필터를 구문 분석하는 중에 오류가 발생했습니다: {0}. {1}
Error uploading attachments,첨부 파일 업로드 오류
"Error validating ""Ignore User Permissions""","""사용자 권한 무시"" 검증 오류"
Error while connecting to email account {0},이메일 계정 {0} 연결 중 오류가 발생했습니다.
Error while evaluating Notification {0}. Please fix your template.,알림 {0} 평가 중 오류가 발생했습니다. 템플릿을 수정하세요.
Error while posting depreciation entries,감가상각전표 전기 중 오류가 발생했습니다.
Error while processing deferred accounting for {0},{0}의 이연 회계처리 중 오류가 발생했습니다
Error while reposting item valuation,품목 평가금액 재전기 중 오류
Error {0}: {1},오류 {0}: {1}
Error: Data missing in table {0},오류: {0} 테이블에 데이터가 없습니다.
"Error: This asset already has {0} depreciation periods booked.
					The `depreciation start` date must be at least {1} periods after the `available for use` date.
					Please correct the dates accordingly.","오류: 이 자산에는 이미 전표 처리된 감가상각 기간이 {0}개 있습니다.
					`감가상각 시작일`은 `사용개시일`에서 최소 {1}개 기간이 지난 날짜여야 합니다.
					날짜를 알맞게 수정해 주세요."
Error: Value missing for {0}: {1},오류: {0}에 대한 값 누락: {1}
Error: {0} Row #{1}: Value missing for: {2},오류: {0} 행 #{1}: 값 누락: {2}
Error: {0} is mandatory field,오류: {0}은(는) 필수 필드입니다
Error: {0} is mandatory field,오류: {0}은(는) 필수 필드입니다, 
Errors,오류
Errors Notification,오류 알림
Estimated Arrival,예상 도착시각
Estimated Cost,예상 비용
Estimated Time and Cost,예상 시간 및 원가
Evaluate as Expression,표현식으로 평가
Evaluation Period,평가기간
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:",최우선순위의 가격규칙이 여러 개인 경우 다음 내부 우선순위가 적용됩니다:
Event,이벤트
Event Category,이벤트 범주
Event Frequency,이벤트 빈도
Event Notifications,이벤트 알림
Event Participants,이벤트 참가자
Event Reminders,이벤트 미리 알림
Event Synced with Google Calendar.,이벤트를 Google 캘린더와 동기화했습니다.
Event Type,이벤트 유형
Events,일정
Events in Today's Calendar,오늘의 캘린더 이벤트
Everyone,모든 사람
Ex Works,공장인도(EXW)
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","예: ""colors"": [""#d1d8dd"", ""#ff5858""]"
Exact Copies,정확한 사본
Example,예
Example URL,예시 URL
Example of a linked document: {0},연결 문서 예: {0}
"Example: ""/desk""","예: ""/desk"""
Example: #Tree/Account,예: #Tree/Account
Example: 00001,예: 00001
"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","예: ABCD.#####
번호 부여 규칙을 설정하고 거래에서 일련번호를 입력하지 않으면 이 규칙에 따라 자동 생성됩니다. 이 품목의 일련번호를 항상 직접 입력하려면 비워 두세요."
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.",예: ABCD.#####. 번호 부여 규칙을 설정하고 거래에서 로트번호를 입력하지 않으면 이 규칙에 따라 자동 생성됩니다. 이 품목의 로트번호를 항상 직접 입력하려면 비워 두세요. 참고: 이 설정은 재고 설정의 번호 부여 규칙 접두어보다 우선합니다.
"Example: If the transaction amount is 200, then this will be calculated as {} = {}",예: 거래금액이 200이면 다음과 같이 계산됩니다: {} = {}
Example: Serial No {0} reserved in {1}.,예: 일련번호 {0}은(는) {1}에 예약되어 있습니다.
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,예: 이 값을 24:00으로 설정하면 사용자가 24시간 동안 활동하지 않을 때 로그아웃됩니다.
Example: {{ subject }},예: {{ subject }}
Examples:,예:
Excel,Excel
Excellent,훌륭합니다
Exception,예외
Exception Budget Approver Role,예외 예산 승인자 역할
Excess Disassembly,초과 분해
Excess Material Transfer,초과 자재이동
Excess Materials Consumed,초과 투입자재
Excess Transfer,초과 이동
Excessive machine set up time,과도한 설비 준비시간
Exchange Gain / Loss,환차손익
Exchange Gain / Loss Account,환차손익 계정과목
Exchange Gain Or Loss,환차손익
Exchange Gain/Loss,환차손익
Exchange Gain/Loss amount has been booked through {0},환차손익 금액이 {0}을(를) 통해 전표 처리되었습니다.
Exchange Rate,환율
Exchange Rate Revaluation,환율 재평가
Exchange Rate Revaluation Account,환율 재평가 계정과목
Exchange Rate Revaluation Settings,환율 재평가 설정
Exchange Rate must be same as {0} {1} ({2}),환율은 {0} {1}({2})와 같아야 합니다.
Excise Entry,개별소비세 분개
Excise Invoice,소비세전표
Excise Page Number,소비세 페이지번호
Exclude Zero Balance Parties,잔액이 없는 거래처 제외
Excluded DocTypes,제외된 DocType
Excluded Fee,제외 수수료
Execute,실행
Execute Console script,콘솔 스크립트 실행
Executing Code,코드 실행 중
Executing...,실행 중...
Execution,실행
Execution Time: {0} sec,실행 시간: {0}초
Executive,Executive
Executive Assistant,비서
Executive Search,헤드헌팅
Exempt Supplies,면제 용품
Exempted Role,면제된 역할
Exhibition,전시회
Existing Asset,기존 자산
Existing Company,기존 회사
Existing Company ,기존 회사 
Existing Customer,기존 고객
Existing Gravatar URLs may still be stored on User and Contact records. Do you want to delete these URLs now?,기존 Gravatar URL이 사용자 및 담당자 레코드에 남아 있을 수 있습니다. 지금 이 URL을 삭제하시겠습니까?
"Existing Gravatar URLs may still be stored on User, Contact, and Lead records. Do you want to delete these URLs now?","기존 Gravatar URL이 사용자, 담당자 및 잠재고객 레코드에 남아 있을 수 있습니다. 지금 이 URL을 삭제하시겠습니까?"
Existing Role,기존 역할
Existing transactions in the system belonging to the same bank account and date range,동일한 은행계정과 기간에 속하는 시스템의 기존 거래
Exit,퇴사
Exit Interview Held On,종료 인터뷰 개최
Expand,펼치기
Expand,펼치기,Enlarge code field.
Expand All,모두 펼치기
Expected,예상
"Expected 'and' or 'or' operator, found: {0}",'and' 또는 'or' 연산자가 필요하지만 {0}이(가) 입력되었습니다.
Expected Amount,예상금액
Expected Arrival Date,입고예정일
Expected Balance Qty,예상 잔량
Expected Closing Date,예상 종료일
Expected Delivery Date,납기예정일
Expected Delivery Date should be after Sales Order Date,납기예정일은 수주서 일자 이후여야 합니다.
Expected End Date,예상 종료일
Expected End Date should be less than or equal to parent task's Expected End Date {0}.,예상 종료 날짜는 상위 작업의 예상 종료 날짜 {0}보다 작거나 같아야 합니다.
Expected Hrs,예상 시간
Expected Start Date,예상 시작일
Expected Stock Value,예상 재고금액
Expected Time (in hours),예상 시간(시간)
Expected Time Required (In Mins),예상 소요시간(분)
Expected Value After Useful Life,내용연수 종료 후 예상가치
Expense,비용
Expense / Difference account ({0}) must be a 'Profit or Loss' account,비용/차이 계정과목({0})는 '손익' 계정과목여야 합니다.
Expense Account,비용 계정과목
Expense Account Missing,비용 계정과목 누락
Expense Claim,경비청구서
Expense Head,비용 계정과목
Expense Head Changed,비용 계정과목 변경됨
Expense account is mandatory for item {0},품목 {0}에는 비용 계정과목이 필요합니다
Expense for this item will be recognized over a period of months. Eg: prepaid insurance or annual software license,이 품목의 비용을 여러 달에 걸쳐 인식합니다. 예: 선급보험료 또는 연간 소프트웨어 라이선스
Expenses,비용
